Epoch,Loss
0,0.1085106832204977
1,0.09179300555849011
2,0.0902319430706108
3,0.08964726018634407
4,0.0893431121512225
5,0.08909969416075048
6,0.08899315530504126
7,0.08881955421356298
8,0.08863044428147784
9,0.08860468351516342
